url,title,imdb_score,description,director,stars,year,runtime,genre,rating,metascore,gross
https://www.imdb.com/title/tt7885874/,Cemara's Family,7.7,"After bankruptcy, Abah loses his house and all of his treasures. He also loses his court case, so his family is threatened with living in poverty forever. Abah and his family must get to their new life.",Yandy Laurens,"Nirina Zubir, Ringgo Agus Rahman, Adhisty Zara, Widuri Sasono",2018,110,"Drama, Family",TV-G,,
https://www.imdb.com/title/tt21308010/,Mendarat Darurat,6.1,"Glen was surprised when he accidentally cheated on death, with infidelity. Now the real problem is: How will he explain his luck to Maya, his wife? Or will Maya turn to be the end of Glen's life?",Pandji Pragiwaksono,"Reza Rahadian, Luna Maya, Marissa Anita, Pandji Pragiwaksono",2022,113,"Comedy, Romance",13+,,
https://www.imdb.com/title/tt22507760/,High School Serenade,8.4,"Love slowly grows when the new girl in school meets an unassuming boy from a run-down part of town, but her disapproving father stops them at every turn.",Monty Tiwa,"Prilly Latuconsina, Yesaya Abraham, Arla Ailani, Chantiq Schagerl",2023,103,"Drama, Romance",TV-14,,
https://www.imdb.com/title/tt14908682/,Maipa Deapati & Datu Museng (The Hero,9.4,,Rere Art2tonic,"Sukri Basto, Fildza Burhan, Hans de Kraker, Shaheer Sheikh",2018,,History,,,
https://www.imdb.com/title/tt0437468/,Sangkuriang,6.8,,Sisworo Gautama Putra,"Suzzanna, Ratno Timoer, Ade Irawan, Ryan Hidayat",1982,95,"Adventure, Fantasy, Romance",,,
https://www.imdb.com/title/tt8669070/,Si Doel: The Movie,6.8,Doel travels to the Netherlands to reunite with a woman who left him 14 years ago. Doel's new journey is started again.,Rano Karno,"Rano Karno, Maudy Koesnaedi, Cornelia Agatha, Suti Karno",2018,85,"Drama, Romance",13+,,
https://www.imdb.com/title/tt5882398/,Warkop DKI Reborn: Jangkrik Boss Part 1,6.5,"Dono, Kasino, and Indro are back in action. Now, they join a private institution called CHIPS. Even though they are passionate about serving the community, they also continue to cause problems because of their silly and funny actions.",Anggy Umbara,"Abimana Aryasatya, Vino G. Bastian, Tora Sudiro, Indro Warkop",2016,95,"Adventure, Comedy",13+,,
https://www.imdb.com/title/tt6366854/,Check Store Next Door,7.8,"Just when everything is going well for Erwin, his father falls sick and asks him to drop everything and help out at the family store, disappointing his irresponsible older brother Yohan.",Ernest Prakasa,"Ernest Prakasa, Kin Wah Chew, Gisella Anastasia, Dion Wiyoko",2016,104,"Comedy, Drama",TV-PG,,
https://www.imdb.com/title/tt12593454/,Cadet 1947,6.4,"When the Dutch initiates an aggression against Indonesia to regain its rule post World War II, a group of inexperienced cadets need to defend the last remaining airbase.",Rahabi Mandra,"Aldo Swastia, Kevin Julio, Bisma Karisma, Marthino Lio, Omara N. Esteghlal",2021,111,"Drama, History, War",TV-14,,
https://www.imdb.com/title/tt7572744/,Surat Cinta Untuk Starla the Movie,6.0,"Hema has an obsession with nature and always makes a love letter for it. One day, he meets Starla who can make him fall in love. For the first time, he realized that there was a more beautiful love letter that is a love letter for Starla.",Rudi Aryanto,"Jefri Nichol, Caitlin Halderman, Salshabilla Adriani, Ricky Cuaca",2017,90,"Drama, Romance",13+,,
https://www.imdb.com/title/tt0274716/,Sherina's Adventure,7.8,Adventure of a little girl who just moved to a new town and meet a new friends.,Riri Riza,"Sherina Munaf, Derby Romero, Didi Petet, Ucy Nurul",2000,112,"Adventure, Comedy, Drama",TV-G,,
https://www.imdb.com/title/tt1385992/,Sumpah (Ini) Pocong!,4.4,,Helfi C.H. Kardit,"Julia Perez, Jarwo Kwat, Aming Sugandhi, Udjie Tongky",2009,,"Comedy, Horror",,,
https://www.imdb.com/title/tt7981492/,Sabrina,4.2,A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to call her late mother's spirit.,Rocky Soraya,"Luna Maya, Christian Sugiono, Sara Wijayanto, Jeremy Thomas",2018,113,"Horror, Thriller",17+,,
https://www.imdb.com/title/tt12741494/,"First, Second & Third Love",6.7,"Raja and Asia have the same responsibility, taking care of their two single parents respectively. If Raja wants to live independently like his two sisters.",Gina S. Noer,"Angga Yunanda, Putri Marino, Slamet Rahardjo, Ira Wibowo",2021,105,"Drama, Romance",TV-14,,
https://www.imdb.com/title/tt24007618/,Alena: Anak Ratu Iblis,3.9,"Hendra and Maya found a small child on their way home. The couple, who were not blessed with children, adopted the child and named it Alena. Since being adopted, Alena has had a positive ...",Sonu Samtani,"Bobby Moeryawan, Temmy Rahadi, Ririn Ekawati, Ciara Nadine Brosnan, Karenina Anderson",2023,97,"Horror, Thriller",13+,,
https://www.imdb.com/title/tt11469660/,Si Doel the Movie 3,6.6,"The return of Sarah with his son, Dul, to Jakarta, welcomed happily by the Doel's family. But it also makes Zaenab, Sarah, and Doel confronted with decisive choice.",Rano Karno,"Rano Karno, Maudy Koesnaedi, Cornelia Agatha, Mandra",2020,93,"Drama, Romance",13+,,
https://www.imdb.com/title/tt23050156/,Melody of Love,,,,,2022,,"Short, Drama",,,
https://www.imdb.com/title/tt0451856/,Perkawinan Nyi Blorong,6.4,Two warlords (Dewata Cengkar and Tejo Arum) fight each other for the love of Blorong (The Snake queen). Dewata Cengkar beheads Tejo Arum in a fight to get the right to marry the snake queen...,Sisworo Gautama Putra,"Suzzanna, Clift Sangra, Soendjoto Adibroto, Ade Irawan",1983,,"Fantasy, Horror",,,
https://www.imdb.com/title/tt0326532/,Catatan Si Boy 2,6.6,,Nasri Cheppy,"Onky Alexander, Venna Melinda, Dede Yusuf, Meriam Bellina",1988,92,Drama,,,
https://www.imdb.com/title/tt5057126/,Comic 8: Casino Kings Part 1,6.1,"Pursued by Interpol and a rogues' gallery of thugs, the Comic 8 go undercover as comedians in a casino to find a criminal mastermind known as The King.",Anggy Umbara,"Fico Fachriza, Bintang Timur, Babe Cabita, Kemal Palevi",2015,104,"Action, Adventure, Comedy",13+,,
https://www.imdb.com/title/tt11900398/,Ashiap Man,2.7,A wannabe superhero struggles to help his village fight back against the evil corporation behind his father's death.,Atta Halilintar,"Herdanius Larobu, Atta Halilintar, Aurel Hermansyah, Nasya Marcella, Gritte Agatha",2022,102,"Action, Adventure, Comedy",TV-14,,
https://www.imdb.com/title/tt11067190/,Bloodlust Beauty,5.2,"Terrifying legends has spread out. The appearance of Maryam as the ghost has been seen for so many times, at the old bridge or in the other place. She spread terrors for revenge.",Anggy Umbara,"Bounty Umbara, Indah Permatasari, Arifin Putra, Randy Pangalila, Ozy Syahputra",2019,116,"Horror, Thriller",17+,,
https://www.imdb.com/title/tt18312690/,My Nerd Girl,5.7,"After her twin sister committed suicide, Rea decided to find out the cause of Fara's death. The investigation did not go smoothly and resulted in a disruption in his life. Can Rea uncover the truth behind the conspiracy?",Naura Ayu,"Devano Danendra, Ashira Zamita, Dinda Mahira",2022–2023,,Mystery,13+,,
https://www.imdb.com/title/tt20595798/,Buyut,6.3,"Kanaya and Bima live in an auctioned house. Kanaya finds many strange events in the house. An incident that leads to something terrible in the past. Once upon a time, Bima and Kanaya travel...",Bram Ferino,"Trisna Anggraini, Ferly Putra, Najib Hergantara, Abdul Roni",2022,,,13+,,
https://www.imdb.com/title/tt10656240/,Glorious Days,7.4,"A group of five girls and one boy becomes best friends since high school. One tragic event had to split them apart. 23 years later, one of them lay dying in a hospital. She hopes she could see all five of her old friends for the last time.",Riri Riza,"Maizura, Sheryl Sheinafia, Agatha Pricilla, Baskara Mahendra",2019,119,"Comedy, Drama, Musical",TV-14,,
https://www.imdb.com/title/tt0336174/,Cinta dan Nafsu,5.4,Habishshsbssidkdmdhdudbd fvdhjdddjdjdbdhssbaialaqoqn UN,Emil G. Hampp,"Ibra Azhari, Febby Lawrence, Reynaldi",1996,81,"Drama, Romance",,,
https://www.imdb.com/title/tt11804076/,Ghibah,5.5,"Firly and her boarding house friends who have a habit of gossiping. Until one day, Firly has to bear the karma for her bad attitude.",Monty Tiwa,"Verrell Bramasta, Anggika Bolsterli, Josephine Firmstone, Arafah Rianti",2021,93,"Comedy, Horror",17+,,
https://www.imdb.com/title/tt23643874/,Why?,9.2,"Gladys and Given's relationship ends due to a shocking incident one night. However, what is seen on the surface is not the reality behind the scenes.",Caitlin Halderman,"Yesaya Abraham, Arya Vasco, Dannia Salsabila",2023– ,,"Drama, Romance",18+,,
https://www.imdb.com/title/tt1537898/,Last Wolves,6.7,Childhood friends who have the same story and same condition made a gang with their other friends. Their gang is named Serigala Terakhir a.k.the Last Wolves. They have a dream to be the biggest mafia that can they reach.,Upi Avianto,"Vino G. Bastian, Fathir Muchtar, Reza Pahlevi, Dion Wiyoko",2009,110,"Action, Crime, Drama",D,,
https://www.imdb.com/title/tt0345300/,Gairah Malam,5.8,,Ariel Prakasa,"Malfin Shayna, Devi Permatasari, Adam Jordan",1993,60,"Drama, Horror",17+,,
https://www.imdb.com/title/tt22855572/,Lara Ati,2.6,"Joko, Fadly, Riki, and Cokro are four best friends. They are experiencing a quarter century crisis problem and want to get out of the situation.",Bayu Skak,"Keisya Levronka, Dono Pradana, Indra Pramujito",2022–2023,,"Comedy, Drama",,,
https://www.imdb.com/title/tt0346129/,Wanita Dalam Gairah,7.0,,H. Tjut Djalil,"Inneke Koesherawati, Andy Jufri, Rara Azis, Ariel Prakasa",1994,68,"Crime, Drama, Romance",D,,
https://www.imdb.com/title/tt21271942/,My Ice Girl,8.9,"Malik's journey to find the truth of his sister's death, brings him together with Dara, a girl who is nicknamed ""Ice Girl"" at school.",Mawar Eva de Jongh,"Bryan Domani, Maria Theodore, Rafael Adwel",2022,,"Drama, Mystery, Romance",18+,,
https://www.imdb.com/title/tt0331786/,Si Doel Anak Sekolahan,9.0,"Doel loves Zaenab, but he also loves Sarah. Who should he choose? Witness the dilemma for a simple yet sophisticated Doel the Betawi boy as 'Anak Sekolahan' who navigates his life through the hard time of late New Order era in Indonesia",Rano Karno,"Maudy Koesnaedi, Cornelia Agatha, Benyamin S.",1994– ,60,"Comedy, Drama",R,,
https://www.imdb.com/title/tt0107356/,Lady Dragon 2,4.3,A woman seeks revenge on the men who raped her and murdered her husband.,David Worth,"Cynthia Rothrock, Billy Drago, Sam J. Jones, Greg Stuart",1993,95,"Action, Crime, Drama",R,,
https://www.imdb.com/title/tt26505945/,Katarsis,8.3,"Tara is the only witness to the massacre of her adoptive parents. The trauma is so deep that it makes Tara need the help of a psychologist. Increasingly, it seems there is something hidden within Tara.",Pevita Pearce,"Revaldo, Bront Palarae, Prisia Nasution",2023– ,,"Drama, Thriller",21+,,
https://www.imdb.com/title/tt7981182/,Danur 2: Maddah,5.2,"As Risa's ability to see ghosts continues to disrupt her life, her uncle's peculiar behavior leads her to discover a haunting mystery at his new house.",Awi Suryadi,"Prilly Latuconsina, Sandrinna Michelle, Shawn Adrian Khulafa, Sophia Latjuba",2018,92,Horror,17+,,
https://www.imdb.com/title/tt10375952/,Nini Thowok,6.6,"""Nini Thowok"" film is about Nadine (Natasha Wilona) and her sister Naya (Nicole Rossi) who were forced to open and not to sell an inn Mekar Jiwo as her grandmother's (Jajang C. Noer) inheritance in Solo, West Java.",Erwin Arnada,"Natasha Wilona, Amec Aris, Ingrid Widjanarko, Jajang C. Noer",2018,75,Horror,,,
https://www.imdb.com/title/tt8512320/,Target,4.1,Nine people are forced to play a lethal game in which only one of them can survive after they become trapped in an empty building.,Raditya Dika,"Raditya Dika, Cinta Laura Kiehl, Samuel Rizal, Abdur Arsyad",II) (2018,93,"Comedy, Thriller",13+,,
https://www.imdb.com/title/tt1042390/,Tiga Dara,7.9,A family's attempt at matchmaking their oldest daughter and the conflicts that follow.,Usmar Ismail,"Chitra Dewi, Indiati Iskak, Mieke Wijaya, Hassan Sanusi",1956,115,"Comedy, Drama, Musical",,,
https://www.imdb.com/title/tt1729204/,Ken Arok - Ken Dedes,7.1,"A traditional Javanese story based on historical events in Kediri, East Java, popular in Indonesia theater and literature.. Ken Arok, after being abandonned as a baby by his parents, was ...",Djun Saptohadi,"Bram Adrianto, Baron Ahmadi, Ali Albar, Eva Arnaz",1983,107,Action,,,
https://www.imdb.com/title/tt8894180/,Aruna & Her Palate,7.1,An epidemiologist tried to satisfy her obsession with food when she was assigned to investigate a bird flu case.,Edwin,"Dian Sastrowardoyo, Nicholas Saputra, Hannah Al Rashid, Oka Antara",2018,106,"Drama, Romance",TV-MA,,
https://www.imdb.com/title/tt21937608/,Istri Orang,,,,,2019,99,Drama,,,
https://www.imdb.com/title/tt0106279/,Angel of Fury,4.3,A security specialist (Nancy Bolan) is hired to deliver a valuable computer. She is joined by her former lover who has plans of his own for the computer.,Ackyl Anwari,"Cynthia Rothrock, Chris Barnes, Peter O'Brian, Zainal Abidin",1990,77,Action,R,,
https://www.imdb.com/title/tt9420624/,Newly Rich,6.6,"The life of an ordinary family consisting of father (Lukman Sardi), mother (Cut Mini) and three children Duta (Derby Romero), Tika (Raline Shah), and Dodi (Fatih Unru), suddenly changes when the father dies and leaves a legacy of wealth.",Ody C. Harahap,"Cut Mini Theo, Lukman Sardi, Raline Shah, Derby Romero",2019,96,"Comedy, Drama, Family",TV-PG,,
https://www.imdb.com/title/tt2285629/,Pacar Hantu Perawan,4.0,,Yoyok Subagyo,"Misa Campo, Rafi Cinoun, Jonathan Frizzy, Natha Narita",2011,76,"Comedy, Horror",17+,,
https://www.imdb.com/title/tt1979305/,Ghost Shower Rocking Hips,1.9,The story about a creature in a bed-sheet and a live pelmeni's seller in the cemetery.,Yoyok Subagyo,"Ucok Baba, Annisa Bahar, Tata Dado, Tatang Gepeng",2011,90,"Comedy, Horror",,,
https://www.imdb.com/title/tt10698468/,Danur 3: Sunyaruri,5.1,"After years of being friendly with her little ghosts, a girl begins to feel that she must have a normal life like other girls. Especially, now she has a boyfriend, but she doesn't tell him about her ability to see ghosts.",Awi Suryadi,"Prilly Latuconsina, Rizky Nazar, Syifa Hadju, Sandrinna Michelle",2019,90,Horror,13+,,
https://www.imdb.com/title/tt10276328/,Kuntilanak 2,4.3,"Dinda who escapes the Kuntilanak (female vampire ghost) terror, without the agreement of Aunt Donna, intends to meet someone who is believed to be her biological mother, Karmila.",Rizal Mantovani,"Sandrinna Michelle, Andryan Bima, Ali Fikry, Adlu Fahrezi",2019,100,Horror,13+,,
https://www.imdb.com/title/tt21022974/,Bad Boys vs Crazy Girls,8.4,Two naughty students who hate being transferred to a boarding school must work together to get kicked out.,Devano Danendra,"Megan Domani, Zenia Zein, Montserrat Gizelle",2022,45,"Comedy, Drama, Romance",13+,,
https://www.imdb.com/title/tt15770552/,Cinta Bete,9.0,"After her first love leave her brokenhearted, Bete Kaebauk, a beautiful and bright young woman from Belu - Atambua, met Alfredo, the rebellious young man in her village. Unfortunately, her ...",Roy Lolang,"Daniella Jahzara Tumiwa, Hana Malasan, Adam Farrel, Marthino Lio",2021,90,Drama,D17+,,
https://www.imdb.com/title/tt0286045/,Batas Impian Ranjang Setan,5.6,,H. Tjut Djalil,"Didier A. Hamel, Chintami Atmanegara, Linda Lolita Hoesin, Richie Ricardo",1986,83,Horror,,,
https://www.imdb.com/title/tt22816912/,Takdir Cinta yang Kupilih,1.4,"Novia and Hakim married not for love. Their marriage took place at the request of both parents. Therefore, Hakim chose to ignore his wife. Even so, Novia still tries to carry out her ...",Alisia Rininta,"Randy Pangalila, Jonathan Frizzy, Dinda Kirana",2022– ,30,"Drama, Romance",,,
https://www.imdb.com/title/tt13938818/,Garis Waktu,6.6,"April, who likes to write poetry, meets Senandika, a musician who manages to steal attention with his philosophy and principles.",Jeihan Angga,"Reza Rahadian, Michelle Ziudith, Anya Geraldine, Izabel Yahya",2022,100,"Drama, Romance",R13+,,
https://www.imdb.com/title/tt13369452/,Asih 2,6.1,"Terror Asih, the ghost of a poor woman who had terrorized Andi's family, apparently hasn't finished. He came back to get Andi and Puspita's only child, Amelia.",Rizal Mantovani,"Shareefa Daanish, Marsha Timothy, Ario Bayu, Anantya Rezky",2020,104,Horror,17+,,
https://www.imdb.com/title/tt17221014/,Keluarga Cemara: The Series,7.5,"Euis and four of his friends, namely Deni, Rindu, Andi, and Ima, better known as Geng Kampung, are currently in high school and will take part in the national level quiz competition.",Adhisty Zara,"Kafin Sulthan, Yasamin Jasem, Joshia Frederico",2022,45,"Drama, Family",TV-PG,,
https://www.imdb.com/title/tt0087142/,Golok Setan,5.6,The Devil's Sword lies hidden in a secret cave inside Devil's Mountain. Four warriors attack the keeper and force him to hand over the map but he manages to escape and runs to Mandala who sets off on his journey to save the Devil's Sword.,Ratno Timoer,"Barry Prima, Gudi Sintara, Advent Bangun, Enny Christina",1984,101,"Adventure, Fantasy, Horror",,,
https://www.imdb.com/title/tt2111458/,The Mentalist,8.2,"Two mentalists, Deddy Corbuzier and Ronggo Sewu (Limbad), compete to show who is the best. Ronggo Sewu who used to be Deddy Corbuzier's assistant framed Deddy Corbuzier by using black magic in every magic show.",Walmer Sitohang,"Meiditha Badawijaya, Jodi Lyn Brockton, Deddy Corbuzier, Natascha Hopkins",2011,90,Action,,,
https://www.imdb.com/title/tt23135974/,Jin Qorin,6.4,"Seno really loves his wife Alya and her daughter Reva. However, there is a big secret that must be covered by him in the household.",Ubay Fox,"Marthino Lio, Rama Michael, Tyara Vanesha, Annisa Hasim",2023,87,Horror,17+,,
https://www.imdb.com/title/tt5514296/,My Stupid Boss,7.1,Diana (Bunga Citra Lestari) lives in Kuala Lumpur following her husband who works there. Diana then applied to work at a company owned by Bossman. Bossman happened to be her husband's college friend while in America.,Upi Avianto,"Bunga Citra Lestari, Reza Rahadian, Alex Abbad, Bront Palarae",2016,108,Comedy,TV-14,,
https://www.imdb.com/title/tt28632559/,Pelajar +62: Janjiku,,,Adam Setia Nugraha,"Ahmad Yosef Azhari, Fatih Rafif Anugrah, Marshya Viedi, Idfi Achmad Zaelani, Alka Rizaludin",2023,,Comedy,,,
https://www.imdb.com/title/tt11799764/,Merindu Cahaya de Amstel,8.4,Nico and Khadija's relationship that has a mutual heart but is hindered by the bitter story of the past and the difference in beliefs between the two.,Hadrah Daeng Ratu,"Amanda Rawles, Rachel Amanda, Bryan Domani, Oki Setiana Dewi",2022,107,"Drama, Romance",R13+,,
https://www.imdb.com/title/tt0946998/,Dead Time,7.0,A jaded cop. A narcoleptic journalist. A nation divided. A Fantasy you'd wish never come true.,Joko Anwar,"Donny Alamsyah, Fachry Albar, Ario Bayu, Fahrani",2007,102,"Crime, Fantasy, Thriller",,,
https://www.imdb.com/title/tt1190149/,Radit & Jani,7.0,"Radit and Jani are a young couple who are determined to get married despite opposition from Jani's parents. Without enough money and steady work, they have to live a hard life.",Upi Avianto,"Vino G. Bastian, Fahrani, Edward Fernandez, Vivian Idris",2008,,"Drama, Romance",D,,
https://www.imdb.com/title/tt16277034/,Dikta & Hukum,8.3,"Nadhira just graduated with a law degree. But long before she fell in love with the law, she had already fallen in love with a man named Dikta, who introduced her to the law. This is the story of Nadhira, Dikta, and the law.",Feby Syah,"Natasha Wilona, Ajil Ditto, Abun Sungkar",2022,,"Comedy, Drama, Romance",13+,,
https://www.imdb.com/title/tt18163750/,Father & Son,7.8,An unpopular teenager meets his father who has become a spirit after his death. His father guides him in finding love and rising against the bullies at school.,Danial Rifki,"Juan Bione Subiantoro, Dwi Sasono, Cassandra Lee, Kinaryosih",I) (2022,76,"Drama, Fantasy",R13+,,
https://www.imdb.com/title/tt4573120/,Hanya Kamu,8.0,,Marissa Jeffryna,"Coboy Junior, Gilbert Marciano, Agung Udijana",2012– ,,Drama,,,
https://www.imdb.com/title/tt8617648/,Santet,3.8,A man and his family return home to see his ailing mother only to find out that she has been overcome by black magic.,Helfi C.H. Kardit,"Kelly Brook, Marcellino Lafrand, Ayu Dyah Pasha, Ray Sahetapy",2018,85,Horror,17+,,
https://www.imdb.com/title/tt27641052/,Sabtu Bersama Bapak,8.9,Gunawan is a father who dedicated the last year of his life to recording a series of messages as gifts for his children.,Vino G. Bastian,"Marsha Timothy, Adipati Dolken, Enzy Storia",2023– ,,Drama,,,
https://www.imdb.com/title/tt28349316/,Cinta Dua Masa,,,,,2023– ,,"Drama, Romance",13+,,
https://www.imdb.com/title/tt8463722/,Alas Pati: Hutan Mati,4.3,"For fame, Raya and his friends came to the haunted area. When making video, one of them died. They decided to flee but the ghost is coming with them.",Jose Poernomo,"Nikita Willy, Jeff Smith, Naomi Paulinda, Roy Sungkono",2018,82,"Adventure, Horror, Thriller",17+,,
https://www.imdb.com/title/tt6570798/,Mars Met Venus (Part Cewe),7.9,"The story is about relationships between a boy and a girl in gender-stereotyped perspective about dating, marriage and the effort to unite their personalities.",Hadrah Daeng Ratu,"Ge Pamungkas, Pamela Bowie, Ria Yunita, Rany Ramadhani",2017,98,"Comedy, Romance",,,
https://www.imdb.com/title/tt10329546/,Juara,7.9,"Bisma, a teenager with natural martial arts talent, has a crush on Bella, a girl at his college. But her boyfriend, Attar, always annoys Bhishma, until a mysterious man trains him to fight back.",Charles Gozali,"Bisma Karisma, Ciccio Manassero, Cecep Arif Rahman, Mo Sidik",2016,106,Action,13+,,
https://www.imdb.com/title/tt1495719/,Darah Perawan Bulan Madu,5.5,"A young gentleman called Putra (Restu Sinaga) marries Amira (Indah Kalalo) and would like to give the best honeymoon experience for his wife in his privately owned island. However, strange ...",Hartawan Triguna,"Indah Kalalo, Restu Sinaga, Yogi Aldi, Adelia Rasya",2009,87,"Horror, Romance",,,
https://www.imdb.com/title/tt11753890/,I Know When You Dead,4.0,"After apparent death, Siena is able to see signs that people will die. However, her friends did not believe in her abilities. Then, the sign appeared on her and those closest to her.",Hadrah Daeng Ratu,"Natasha Wilona, Ria Ricis, Al Ghazali, Fitria Rasyidi",2020,92,"Drama, Horror, Thriller",TV-14,,
https://www.imdb.com/title/tt0893534/,The Chanting,5.9,A young college student moves to a new boarding house in a very haunted area.,Rizal Mantovani,"Julie Estelle, Evan Sanders, Ratu Felisha, Alice Iskak",2006,93,Horror,,,
https://www.imdb.com/title/tt20673668/,Rumah Kuntilanak,1.3,"Melani, two months pregnant, goes to a rubber plantation to look for her husband. Her husband called the place to meet someone who would give him a job. However, it has been almost two ...",Emil G. Hampp,"Amanda Lucson, Rico Verald, Nuke Budiarti, Cleydoria",2022,,Horror,13+,,
https://www.imdb.com/title/tt14892248/,Death Knot,6.2,"Hari and her sister return to the village where they were born after the death of their mother, a practitioner of black magic. But the inexplicable suicides of several villagers cause the hostility towards the two to explode.",Cornelio Sunny,"Djenar Maesa Ayu, Morgan Oey, Widika Darsih Sidmore, Cornelio Sunny",2021,103,Horror,,,
https://www.imdb.com/title/tt21100454/,Bukan Cinderella,1.3,"Amora Olivia is a high school girl who is very persistent in achieving her dreams. After saving for a long time, Amora managed to buy the shoes of her dreams.",Adi Garing,"Fujianti Utami, Rafael Adwel, Gusti Rayhan, Claudya Putri",2022,88,"Comedy, Drama, Romance",13+,,
https://www.imdb.com/title/tt12020952/,Tunnel,8.5,"While investigating a string of murders, a detective finds himself transported 30 years into the future where the case has remained unsolved.",Donny Alamsyah,"Andri Mashadi, Hana Malasan, Verdi Solaiman",2019–2020,30,"Crime, Drama, Mystery",16+,,
https://www.imdb.com/title/tt26347632/,Para Betina Pengikut Iblis,4.2,"Three women in a small village conceal dark secrets, including unholy alliances and a mysterious ingredient used in a popular curry restaurant.",Rako Prijanto,"Adipati Dolken, Mawar Eva de Jongh, Hanggini, Sara Fajira",2023,90,Horror,TV-MA,,
https://www.imdb.com/title/tt22771994/,"KKN di Desa Penari: Luwih Dowo, Luwih Medeni",5.7,"Enrolled in a community service program, six college students face a haunting mystery in a remote village involving a mesmerizing local dancer.",Awi Suryadi,"Tissa Biani Azzahra, Achmad Megantara, Calvin Jeremy, Adinda Thomas",2022,175,"Horror, Mystery",17+,,
https://www.imdb.com/title/tt0336726/,Lampiasan nafsu,7.9,,Emil G. Hampp,"Ibra Azhari, Febby Lawrence, Thea Novita, Reynaldi",1996,78,"Drama, Romance",,,
https://www.imdb.com/title/tt2085865/,Lovely Man,7.6,"Cahaya (Raihaanun) travels to Jakarta, Indonesia, to search for her father and discovers that he is a prostitute for men.",Teddy Soeriaatmadja,"Donny Damara, Raihaanun Soeriaatmadja, Yayu A.W. Unru, Ari Syarif",2011,76,Drama,18+,,
https://www.imdb.com/title/tt27246087/,Buya Hamka Vol. II,,"Shortly after the proclamation of Indonesia's independence, the threat of a second aggression from the Allied forces emerged. Hamka decided to travel around Medan to spread the importance ...",Fajar Bustomi,"Vino G. Bastian, Laudya Cynthia Bella, Anjasmara",2023,,"Biography, Drama, History",,,
https://www.imdb.com/title/tt11162262/,Satria Garuda: Bima-X,9.1,"Ray Bramasakti, the Satria Garuda Bima, has to use all of his Satria Garuda power together with his brother Reza, the Satria Garuda Azazel, to protect the earth and mankind from the new evil force of called VUDO.",Christian Loho,"Adhitya Alkatiri, Stella Cornelia, Rayhan Febrian",2014–2015,24,"Action, Adventure, Drama",TV-Y7,,
https://www.imdb.com/title/tt25150038/,Scandal Makers,6.9,"Oscar, a has-been celebrity, is dying to get his name back up, when an opportunity finally appears albeit in form of a scandal: his love child from the past, Karin, suddenly shows up, with a baby of her own named Gempa.",Jeihan Angga,"Vino G. Bastian, Beby Tsabina, Jared Ali, Frederika Cull",2023,86,"Comedy, Drama, Music",13+,,
https://www.imdb.com/title/tt15484488/,A World Without,4.0,"In a country where dating is outlawed, three teenage girls in search of happiness decide to join a reclusive community led by a charismatic leader.",Nia Di Nata,"Amanda Rawles, Maizura, Asmara Abigail, Chicco Jerikho",2021,107,"Drama, Mystery, Sci-Fi",TV-MA,,
https://www.imdb.com/title/tt0471871/,Petualangan Cinta Nyi Blorong,6.2,"The Snake Queen returns in this bizarre horror fantasy. In this sequel to ""Nyi Blorong"" (1982 aka ""The Snake Queen"") Brian, a man who believes that money and power will win over the love of...",Sisworo Gautama Putra,"Suzzanna, Advent Bangun, George Rudy, Nina Anwar",1986,84,Fantasy,,,
https://www.imdb.com/title/tt0281241/,Sundelbolong,6.4,Sundelbolong is about a Javanese prostitute ghost from Indonesian mythology that is a vengeful spirit looking to haunt some high school students.,Sisworo Gautama Putra,"Suzzanna, Rudy Salam, Barry Prima, Ruth Pelupessi",1981,102,"Drama, Fantasy, Horror",,,
https://www.imdb.com/title/tt10816420/,Dignitate,5.5,"Alfi (Al Ghazali) meets Alana (Caitlin Halderman), a new student at school. It turns out that they are in one class and sitting next to each other. Instead of getting along, they often argue because they both are stubborn.",Fajar Nugros,"Al Ghazali, Caitlin Halderman, Giorgino Abraham, Teuku Ryzki",2020,109,Drama,17+,,
https://www.imdb.com/title/tt0359498/,Janur Kuning,7.8,"Janur Kuning follows the Indonesian revolutionaries six-hour assault on Yogyakarta, under Suharto, in a show of force against the Dutch army.",Alam Rengga Surawidjaja,"Sutopo H.S., Deddy Sutomo, Kaharudin Syah, Dicky Zulkarnaen",1979,180,"Drama, War",,,
https://www.imdb.com/title/tt14909370/,Hitam,8.4,"Village Chief Dibyo found Rahmat's mangled body behind his house. When Rahmat's daughter, the Police, and the villagers all work to unravel the case, why does Dibyo get in their way? Who is Dibyo protecting as the victims keep piling up?",Sidharta Tata,"Donny Damara, Aksara Dena, Elang El Gibran, Sara Fajira",2021 TV Movie,45,"Horror, Mystery, Thriller",TV-MA,,
https://www.imdb.com/title/tt0078871/,The Queen of Black Magic,6.2,"A woman is accused of being a witch and thrown to her death over a cliff. A strange man rescues her, nurses her back to health, and is told that she must master black magic in order to exact vengeance on her tormentors.",Liliek Sudjio,"Suzzanna, W.D. Mochtar, Teddy Purba, Sofia W.D.",1981,90,"Drama, Horror",Not Rated,,
